state,year,month,red,blue
Ohio,2020,5,1,0
Ohio,2020,6,1,0
Ohio,2020,7,1,0
Ohio,2020,8,1,0
Ohio,2020,9,1,0
Ohio,2020,10,1,0
Ohio,2020,11,1,0
Ohio,2020,12,1,0
Oklahoma,2020,1,1,0
Oklahoma,2020,2,1,0
Oklahoma,2020,3,1,0
Oklahoma,2020,4,1,0
Oklahoma,2020,5,1,0
Oklahoma,2020,6,1,0
Oklahoma,2020,7,1,0
Oklahoma,2020,8,1,0
Oklahoma,2020,9,1,0
Oklahoma,2020,10,1,0
Oklahoma,2020,11,1,0
Oklahoma,2020,12,1,0
Oregon,2020,1,0,1
Oregon,2020,2,0,1
Oregon,2020,3,0,1
Oregon,2020,4,0,1
Oregon,2020,5,0,1
Oregon,2020,6,0,1
Oregon,2020,7,0,1
Oregon,2020,8,0,1
Oregon,2020,9,0,1
Oregon,2020,10,0,1
Oregon,2020,11,0,1
Oregon,2020,12,0,1
Pennsylvania,2020,1,0,1
Pennsylvania,2020,2,0,1
Pennsylvania,2020,3,0,1
Pennsylvania,2020,4,0,1
Pennsylvania,2020,5,0,1
Pennsylvania,2020,6,0,1
Pennsylvania,2020,7,0,1
Pennsylvania,2020,8,0,1
Pennsylvania,2020,9,0,1
Pennsylvania,2020,10,0,1
Pennsylvania,2020,11,0,1
Pennsylvania,2020,12,0,1
Rhode Island,2020,1,0,1
Rhode Island,2020,2,0,1
Rhode Island,2020,3,0,1
Rhode Island,2020,4,0,1
Rhode Island,2020,5,0,1
Rhode Island,2020,6,0,1
Rhode Island,2020,7,0,1
Rhode Island,2020,8,0,1
Rhode Island,2020,9,0,1
Rhode Island,2020,10,0,1
Rhode Island,2020,11,0,1
Rhode Island,2020,12,0,1
South Carolina,2020,1,1,0
South Carolina,2020,2,1,0
South Carolina,2020,3,1,0
South Carolina,2020,4,1,0
South Carolina,2020,5,1,0
South Carolina,2020,6,1,0
South Carolina,2020,7,1,0
South Carolina,2020,8,1,0
South Carolina,2020,9,1,0
South Carolina,2020,10,1,0
South Carolina,2020,11,1,0
South Carolina,2020,12,1,0
South Dakota,2020,1,1,0
South Dakota,2020,2,1,0
South Dakota,2020,3,1,0
South Dakota,2020,4,1,0
South Dakota,2020,5,1,0
South Dakota,2020,6,1,0
South Dakota,2020,7,1,0
South Dakota,2020,8,1,0
South Dakota,2020,9,1,0
South Dakota,2020,10,1,0
South Dakota,2020,11,1,0
South Dakota,2020,12,1,0
Tennessee,2020,1,1,0
Tennessee,2020,2,1,0
Tennessee,2020,3,1,0
Tennessee,2020,4,1,0
Tennessee,2020,5,1,0
Tennessee,2020,6,1,0
Tennessee,2020,7,1,0
Tennessee,2020,8,1,0
Tennessee,2020,9,1,0
Tennessee,2020,10,1,0
Tennessee,2020,11,1,0
Tennessee,2020,12,1,0
Texas,2020,1,1,0
Texas,2020,2,1,0
Texas,2020,3,1,0
Texas,2020,4,1,0
Texas,2020,5,1,0
Texas,2020,6,1,0
Texas,2020,7,1,0
Texas,2020,8,1,0
Texas,2020,9,1,0
Texas,2020,10,1,0
Texas,2020,11,1,0
Texas,2020,12,1,0
Utah,2020,1,1,0
Utah,2020,2,1,0
Utah,2020,3,1,0
Utah,2020,4,1,0
Utah,2020,5,1,0
Utah,2020,6,1,0
Utah,2020,7,1,0
Utah,2020,8,1,0
Utah,2020,9,1,0
Utah,2020,10,1,0
Utah,2020,11,1,0
Utah,2020,12,1,0
Vermont,2020,1,0,1
Vermont,2020,2,0,1
Vermont,2020,3,0,1
Vermont,2020,4,0,1
Vermont,2020,5,0,1
Vermont,2020,6,0,1
Vermont,2020,7,0,1
Vermont,2020,8,0,1
Vermont,2020,9,0,1
Vermont,2020,10,0,1
Vermont,2020,11,0,1
Vermont,2020,12,0,1
Virginia,2020,1,0,1
Virginia,2020,2,0,1
Virginia,2020,3,0,1
Virginia,2020,4,0,1
Virginia,2020,5,0,1
Virginia,2020,6,0,1
Virginia,2020,7,0,1
Virginia,2020,8,0,1
Virginia,2020,9,0,1
Virginia,2020,10,0,1
Virginia,2020,11,0,1
Virginia,2020,12,0,1
Washington,2020,1,0,1
Washington,2020,2,0,1
Washington,2020,3,0,1
Washington,2020,4,0,1
Washington,2020,5,0,1
Washington,2020,6,0,1
Washington,2020,7,0,1
Washington,2020,8,0,1
Washington,2020,9,0,1
Washington,2020,10,0,1
Washington,2020,11,0,1
Washington,2020,12,0,1
West Virginia,2020,1,1,0
West Virginia,2020,2,1,0
West Virginia,2020,3,1,0
West Virginia,2020,4,1,0
West Virginia,2020,5,1,0
West Virginia,2020,6,1,0
West Virginia,2020,7,1,0
West Virginia,2020,8,1,0
West Virginia,2020,9,1,0
West Virginia,2020,10,1,0
West Virginia,2020,11,1,0
West Virginia,2020,12,1,0
Wisconsin,2020,1,0,1
Wisconsin,2020,2,0,1
Wisconsin,2020,3,0,1
Wisconsin,2020,4,0,1
Wisconsin,2020,5,0,1
Wisconsin,2020,6,0,1
Wisconsin,2020,7,0,1
Wisconsin,2020,8,0,1
Wisconsin,2020,9,0,1
Wisconsin,2020,10,0,1
Wisconsin,2020,11,0,1
Wisconsin,2020,12,0,1
Alabama,2024,1,1,0
Alabama,2024,2,1,0
Alabama,2024,3,1,0
Alabama,2024,4,1,0
Alabama,2024,5,1,0
Alabama,2024,6,1,0
Alabama,2024,7,1,0
Alabama,2024,8,1,0
Alabama,2024,9,1,0
Alabama,2024,10,1,0
Alabama,2024,11,1,0
Alabama,2024,12,1,0
Alaska,2024,1,1,0
Alaska,2024,2,1,0
Alaska,2024,3,1,0
Alaska,2024,4,1,0
Alaska,2024,5,1,0
Alaska,2024,6,1,0
Alaska,2024,7,1,0
Alaska,2024,8,1,0
Alaska,2024,9,1,0
Alaska,2024,10,1,0
Alaska,2024,11,1,0
Alaska,2024,12,1,0
Arizona,2024,1,1,0
Arizona,2024,2,1,0
Arizona,2024,3,1,0
Arizona,2024,4,1,0
Arizona,2024,5,1,0
Arizona,2024,6,1,0
Arizona,2024,7,1,0
Arizona,2024,8,1,0
Arizona,2024,9,1,0
Arizona,2024,10,1,0
Arizona,2024,11,1,0
Arizona,2024,12,1,0
Arkansas,2024,1,1,0
Arkansas,2024,2,1,0
Arkansas,2024,3,1,0
Arkansas,2024,4,1,0
Arkansas,2024,5,1,0
Arkansas,2024,6,1,0
Arkansas,2024,7,1,0
Arkansas,2024,8,1,0
Arkansas,2024,9,1,0
Arkansas,2024,10,1,0
Arkansas,2024,11,1,0
Arkansas,2024,12,1,0
California,2024,1,0,1
California,2024,2,0,1
California,2024,3,0,1
California,2024,4,0,1
California,2024,5,0,1
California,2024,6,0,1
California,2024,7,0,1
California,2024,8,0,1
California,2024,9,0,1
California,2024,10,0,1
California,2024,11,0,1
California,2024,12,0,1
Colorado,2024,1,0,1
Colorado,2024,2,0,1
Colorado,2024,3,0,1
Colorado,2024,4,0,1
Colorado,2024,5,0,1
Colorado,2024,6,0,1
Colorado,2024,7,0,1
Colorado,2024,8,0,1
Colorado,2024,9,0,1
Colorado,2024,10,0,1
Colorado,2024,11,0,1
Colorado,2024,12,0,1
Connecticut,2024,1,0,1
Connecticut,2024,2,0,1
Connecticut,2024,3,0,1
Connecticut,2024,4,0,1
Connecticut,2024,5,0,1
Connecticut,2024,6,0,1
Connecticut,2024,7,0,1
Connecticut,2024,8,0,1
Connecticut,2024,9,0,1
Connecticut,2024,10,0,1
Connecticut,2024,11,0,1
Connecticut,2024,12,0,1
Delaware,2024,1,0,1
Delaware,2024,2,0,1
Delaware,2024,3,0,1
Delaware,2024,4,0,1
Delaware,2024,5,0,1
Delaware,2024,6,0,1
Delaware,2024,7,0,1
Delaware,2024,8,0,1
Delaware,2024,9,0,1
Delaware,2024,10,0,1
Delaware,2024,11,0,1
Delaware,2024,12,0,1
Florida,2024,1,1,0
Florida,2024,2,1,0
Florida,2024,3,1,0
Florida,2024,4,1,0
Florida,2024,5,1,0
Florida,2024,6,1,0
Florida,2024,7,1,0
Florida,2024,8,1,0
Florida,2024,9,1,0
Florida,2024,10,1,0
Florida,2024,11,1,0
Florida,2024,12,1,0
Georgia,2024,1,1,0
Georgia,2024,2,1,0
Georgia,2024,3,1,0
Georgia,2024,4,1,0
Georgia,2024,5,1,0
Georgia,2024,6,1,0
Georgia,2024,7,1,0
Georgia,2024,8,1,0
Georgia,2024,9,1,0
Georgia,2024,10,1,0
Georgia,2024,11,1,0
Georgia,2024,12,1,0
Hawaii,2024,1,0,1
Hawaii,2024,2,0,1
Hawaii,2024,3,0,1
Hawaii,2024,4,0,1
Hawaii,2024,5,0,1
Hawaii,2024,6,0,1
Hawaii,2024,7,0,1
Hawaii,2024,8,0,1
Hawaii,2024,9,0,1
Hawaii,2024,10,0,1
Hawaii,2024,11,0,1
Hawaii,2024,12,0,1
Illinois,2024,1,0,1
Illinois,2024,2,0,1
Illinois,2024,3,0,1
Illinois,2024,4,0,1
Illinois,2024,5,0,1
Illinois,2024,6,0,1
Illinois,2024,7,0,1
Illinois,2024,8,0,1
Illinois,2024,9,0,1
Illinois,2024,10,0,1
Illinois,2024,11,0,1
Illinois,2024,12,0,1
Indiana,2024,1,1,0
Indiana,2024,2,1,0
Indiana,2024,3,1,0
Indiana,2024,4,1,0
Indiana,2024,5,1,0
Indiana,2024,6,1,0
Indiana,2024,7,1,0
Indiana,2024,8,1,0
Indiana,2024,9,1,0
Indiana,2024,10,1,0
Indiana,2024,11,1,0
Indiana,2024,12,1,0
Iowa,2024,1,1,0
Iowa,2024,2,1,0
Iowa,2024,3,1,0
Iowa,2024,4,1,0
Iowa,2024,5,1,0
Iowa,2024,6,1,0
Iowa,2024,7,1,0
Iowa,2024,8,1,0
Iowa,2024,9,1,0
Iowa,2024,10,1,0
Iowa,2024,11,1,0
Iowa,2024,12,1,0
Kansas,2024,1,1,0
Kansas,2024,2,1,0
Kansas,2024,3,1,0
Kansas,2024,4,1,0
Kansas,2024,5,1,0
Kansas,2024,6,1,0
Kansas,2024,7,1,0
Kansas,2024,8,1,0
Kansas,2024,9,1,0
Kansas,2024,10,1,0
Kansas,2024,11,1,0
Kansas,2024,12,1,0
Kentucky,2024,1,1,0
Kentucky,2024,2,1,0
Kentucky,2024,3,1,0
Kentucky,2024,4,1,0
Kentucky,2024,5,1,0
Kentucky,2024,6,1,0
Kentucky,2024,7,1,0
Kentucky,2024,8,1,0
Kentucky,2024,9,1,0
Kentucky,2024,10,1,0
Kentucky,2024,11,1,0
Kentucky,2024,12,1,0
Louisiana,2024,1,1,0
Louisiana,2024,2,1,0
Louisiana,2024,3,1,0
Louisiana,2024,4,1,0
Louisiana,2024,5,1,0
Louisiana,2024,6,1,0
Louisiana,2024,7,1,0
Louisiana,2024,8,1,0
Louisiana,2024,9,1,0
Louisiana,2024,10,1,0
Louisiana,2024,11,1,0
Louisiana,2024,12,1,0
Maine,2024,1,0,1
Maine,2024,2,0,1
Maine,2024,3,0,1
Maine,2024,4,0,1
Maine,2024,5,0,1
Maine,2024,6,0,1
Maine,2024,7,0,1
Maine,2024,8,0,1
Maine,2024,9,0,1
Maine,2024,10,0,1
Maine,2024,11,0,1
Maine,2024,12,0,1
Maryland,2024,1,0,1
Maryland,2024,2,0,1
Maryland,2024,3,0,1
Maryland,2024,4,0,1
Maryland,2024,5,0,1
Maryland,2024,6,0,1
Maryland,2024,7,0,1
Maryland,2024,8,0,1
Maryland,2024,9,0,1
Maryland,2024,10,0,1
Maryland,2024,11,0,1
Maryland,2024,12,0,1
Massachusetts,2024,1,0,1
Massachusetts,2024,2,0,1
Massachusetts,2024,3,0,1
Massachusetts,2024,4,0,1
Massachusetts,2024,5,0,1
Massachusetts,2024,6,0,1
Massachusetts,2024,7,0,1
Massachusetts,2024,8,0,1
Massachusetts,2024,9,0,1
Massachusetts,2024,10,0,1
Massachusetts,2024,11,0,1
Massachusetts,2024,12,0,1
Michigan,2024,1,1,0
Michigan,2024,2,1,0
Michigan,2024,3,1,0
Michigan,2024,4,1,0
Michigan,2024,5,1,0
Michigan,2024,6,1,0
Michigan,2024,7,1,0
Michigan,2024,8,1,0
Michigan,2024,9,1,0
Michigan,2024,10,1,0
Michigan,2024,11,1,0
Michigan,2024,12,1,0
Minnesota,2024,1,0,1
Minnesota,2024,2,0,1
Minnesota,2024,3,0,1
Minnesota,2024,4,0,1
Minnesota,2024,5,0,1
Minnesota,2024,6,0,1
Minnesota,2024,7,0,1
Minnesota,2024,8,0,1
Minnesota,2024,9,0,1
Minnesota,2024,10,0,1
Minnesota,2024,11,0,1
Minnesota,2024,12,0,1
Mississippi,2024,1,1,0
Mississippi,2024,2,1,0
Mississippi,2024,3,1,0
Mississippi,2024,4,1,0
Mississippi,2024,5,1,0
Mississippi,2024,6,1,0
Mississippi,2024,7,1,0
Mississippi,2024,8,1,0
Mississippi,2024,9,1,0
Mississippi,2024,10,1,0
Mississippi,2024,11,1,0
Mississippi,2024,12,1,0
Missouri,2024,1,1,0
Missouri,2024,2,1,0
Missouri,2024,3,1,0
Missouri,2024,4,1,0
Missouri,2024,5,1,0
Missouri,2024,6,1,0
Missouri,2024,7,1,0
Missouri,2024,8,1,0
Missouri,2024,9,1,0
Missouri,2024,10,1,0
Missouri,2024,11,1,0
Missouri,2024,12,1,0
Montana,2024,1,1,0
Montana,2024,2,1,0
Montana,2024,3,1,0
Montana,2024,4,1,0
Montana,2024,5,1,0
Montana,2024,6,1,0
Montana,2024,7,1,0
Montana,2024,8,1,0
Montana,2024,9,1,0
Montana,2024,10,1,0
Montana,2024,11,1,0
Montana,2024,12,1,0
Nebraska,2024,1,1,0
Nebraska,2024,2,1,0
Nebraska,2024,3,1,0
Nebraska,2024,4,1,0
Nebraska,2024,5,1,0
Nebraska,2024,6,1,0
Nebraska,2024,7,1,0
Nebraska,2024,8,1,0
Nebraska,2024,9,1,0
Nebraska,2024,10,1,0
Nebraska,2024,11,1,0
Nebraska,2024,12,1,0
Nevada,2024,1,1,0
Nevada,2024,2,1,0
Nevada,2024,3,1,0
Nevada,2024,4,1,0
Nevada,2024,5,1,0
Nevada,2024,6,1,0
Nevada,2024,7,1,0
Nevada,2024,8,1,0
Nevada,2024,9,1,0
Nevada,2024,10,1,0
Nevada,2024,11,1,0
Nevada,2024,12,1,0
New Hampshire,2024,1,0,1
New Hampshire,2024,2,0,1
New Hampshire,2024,3,0,1
New Hampshire,2024,4,0,1
New Hampshire,2024,5,0,1
New Hampshire,2024,6,0,1
New Hampshire,2024,7,0,1
New Hampshire,2024,8,0,1
New Hampshire,2024,9,0,1
New Hampshire,2024,10,0,1
New Hampshire,2024,11,0,1
New Hampshire,2024,12,0,1
New Jersey,2024,1,0,1
New Jersey,2024,2,0,1
New Jersey,2024,3,0,1
New Jersey,2024,4,0,1
New Jersey,2024,5,0,1
New Jersey,2024,6,0,1
New Jersey,2024,7,0,1
New Jersey,2024,8,0,1
New Jersey,2024,9,0,1
New Jersey,2024,10,0,1
New Jersey,2024,11,0,1
New Jersey,2024,12,0,1
New Mexico,2024,1,0,1
New Mexico,2024,2,0,1
New Mexico,2024,3,0,1
New Mexico,2024,4,0,1
New Mexico,2024,5,0,1
New Mexico,2024,6,0,1
New Mexico,2024,7,0,1
New Mexico,2024,8,0,1
New Mexico,2024,9,0,1
New Mexico,2024,10,0,1
New Mexico,2024,11,0,1
New Mexico,2024,12,0,1
New York,2024,1,0,1
New York,2024,2,0,1
New York,2024,3,0,1
New York,2024,4,0,1
New York,2024,5,0,1
New York,2024,6,0,1
New York,2024,7,0,1
New York,2024,8,0,1
New York,2024,9,0,1
New York,2024,10,0,1
New York,2024,11,0,1
New York,2024,12,0,1
North Carolina,2024,1,1,0
North Carolina,2024,2,1,0
North Carolina,2024,3,1,0
North Carolina,2024,4,1,0
North Carolina,2024,5,1,0
North Carolina,2024,6,1,0
North Carolina,2024,7,1,0
North Carolina,2024,8,1,0
North Carolina,2024,9,1,0
North Carolina,2024,10,1,0
North Carolina,2024,11,1,0
North Carolina,2024,12,1,0
North Dakota,2024,1,1,0
North Dakota,2024,2,1,0
North Dakota,2024,3,1,0
North Dakota,2024,4,1,0
North Dakota,2024,5,1,0
North Dakota,2024,6,1,0
North Dakota,2024,7,1,0
North Dakota,2024,8,1,0
North Dakota,2024,9,1,0
North Dakota,2024,10,1,0
North Dakota,2024,11,1,0
North Dakota,2024,12,1,0
Ohio,2024,1,1,0
Ohio,2024,2,1,0
Ohio,2024,3,1,0
Ohio,2024,4,1,0
Ohio,2024,5,1,0
Ohio,2024,6,1,0
Ohio,2024,7,1,0
Ohio,2024,8,1,0
Ohio,2024,9,1,0
Ohio,2024,10,1,0
Ohio,2024,11,1,0
Ohio,2024,12,1,0
Oklahoma,2024,1,1,0
Oklahoma,2024,2,1,0
Oklahoma,2024,3,1,0
Oklahoma,2024,4,1,0
Oklahoma,2024,5,1,0
Oklahoma,2024,6,1,0
Oklahoma,2024,7,1,0
Oklahoma,2024,8,1,0
Oklahoma,2024,9,1,0
Oklahoma,2024,10,1,0
Oklahoma,2024,11,1,0
Oklahoma,2024,12,1,0
Oregon,2024,1,0,1
Oregon,2024,2,0,1
Oregon,2024,3,0,1
Oregon,2024,4,0,1
Oregon,2024,5,0,1
Oregon,2024,6,0,1
Oregon,2024,7,0,1
Oregon,2024,8,0,1
Oregon,2024,9,0,1
Oregon,2024,10,0,1
Oregon,2024,11,0,1
Oregon,2024,12,0,1
Pennsylvania,2024,1,1,0
Pennsylvania,2024,2,1,0
Pennsylvania,2024,3,1,0
Pennsylvania,2024,4,1,0
Pennsylvania,2024,5,1,0
Pennsylvania,2024,6,1,0
Pennsylvania,2024,7,1,0
Pennsylvania,2024,8,1,0
Pennsylvania,2024,9,1,0
Pennsylvania,2024,10,1,0
Pennsylvania,2024,11,1,0
Pennsylvania,2024,12,1,0
Rhode Island,2024,1,0,1
Rhode Island,2024,2,0,1
Rhode Island,2024,3,0,1
Rhode Island,2024,4,0,1
Rhode Island,2024,5,0,1
Rhode Island,2024,6,0,1
Rhode Island,2024,7,0,1
Rhode Island,2024,8,0,1
Rhode Island,2024,9,0,1
Rhode Island,2024,10,0,1
Rhode Island,2024,11,0,1
Rhode Island,2024,12,0,1
South Carolina,2024,1,1,0
South Carolina,2024,2,1,0
South Carolina,2024,3,1,0
South Carolina,2024,4,1,0
South Carolina,2024,5,1,0
South Carolina,2024,6,1,0
South Carolina,2024,7,1,0
South Carolina,2024,8,1,0
South Carolina,2024,9,1,0
South Carolina,2024,10,1,0
South Carolina,2024,11,1,0
South Carolina,2024,12,1,0
South Dakota,2024,1,1,0
South Dakota,2024,2,1,0
South Dakota,2024,3,1,0
South Dakota,2024,4,1,0
South Dakota,2024,5,1,0
South Dakota,2024,6,1,0
South Dakota,2024,7,1,0
South Dakota,2024,8,1,0
South Dakota,2024,9,1,0
South Dakota,2024,10,1,0
South Dakota,2024,11,1,0
South Dakota,2024,12,1,0
Tennessee,2024,1,1,0
Tennessee,2024,2,1,0
Tennessee,2024,3,1,0
Tennessee,2024,4,1,0
Tennessee,2024,5,1,0
Tennessee,2024,6,1,0
Tennessee,2024,7,1,0
Tennessee,2024,8,1,0
Tennessee,2024,9,1,0
Tennessee,2024,10,1,0
Tennessee,2024,11,1,0
Tennessee,2024,12,1,0
Texas,2024,1,1,0
Texas,2024,2,1,0
Texas,2024,3,1,0
Texas,2024,4,1,0
Texas,2024,5,1,0
Texas,2024,6,1,0
Texas,2024,7,1,0
Texas,2024,8,1,0
Texas,2024,9,1,0
Texas,2024,10,1,0
Texas,2024,11,1,0
Texas,2024,12,1,0
Utah,2024,1,1,0
Utah,2024,2,1,0
Utah,2024,3,1,0
Utah,2024,4,1,0
Utah,2024,5,1,0
Utah,2024,6,1,0
Utah,2024,7,1,0
Utah,2024,8,1,0
Utah,2024,9,1,0
Utah,2024,10,1,0
Utah,2024,11,1,0
Utah,2024,12,1,0
Vermont,2024,1,0,1
Vermont,2024,2,0,1
Vermont,2024,3,0,1
Vermont,2024,4,0,1
Vermont,2024,5,0,1
Vermont,2024,6,0,1
Vermont,2024,7,0,1
Vermont,2024,8,0,1
Vermont,2024,9,0,1
Vermont,2024,10,0,1
Vermont,2024,11,0,1
Vermont,2024,12,0,1
Virginia,2024,1,0,1
Virginia,2024,2,0,1
Virginia,2024,3,0,1
Virginia,2024,4,0,1
Virginia,2024,5,0,1
Virginia,2024,6,0,1
Virginia,2024,7,0,1
Virginia,2024,8,0,1
Virginia,2024,9,0,1
Virginia,2024,10,0,1
Virginia,2024,11,0,1
Virginia,2024,12,0,1
Washington,2024,1,0,1
Washington,2024,2,0,1
Washington,2024,3,0,1
Washington,2024,4,0,1
Washington,2024,5,0,1
Washington,2024,6,0,1
Washington,2024,7,0,1
Washington,2024,8,0,1
Washington,2024,9,0,1
Washington,2024,10,0,1
Washington,2024,11,0,1
Washington,2024,12,0,1
West Virginia,2024,1,1,0
West Virginia,2024,2,1,0
West Virginia,2024,3,1,0
West Virginia,2024,4,1,0
West Virginia,2024,5,1,0
West Virginia,2024,6,1,0
West Virginia,2024,7,1,0
West Virginia,2024,8,1,0
West Virginia,2024,9,1,0
West Virginia,2024,10,1,0
West Virginia,2024,11,1,0
West Virginia,2024,12,1,0
Wisconsin,2024,1,1,0
Wisconsin,2024,2,1,0
Wisconsin,2024,3,1,0
Wisconsin,2024,4,1,0
Wisconsin,2024,5,1,0
Wisconsin,2024,6,1,0
Wisconsin,2024,7,1,0
Wisconsin,2024,8,1,0
Wisconsin,2024,9,1,0
Wisconsin,2024,10,1,0
Wisconsin,2024,11,1,0
Wisconsin,2024,12,1,0
