state,year,month,quarterly_income
Arizona,2023,7,63360.0
Arizona,2023,8,63360.0
Arizona,2023,9,63360.0
Arizona,2023,10,63581.0
Arizona,2023,11,63581.0
Arizona,2023,12,63581.0
Arizona,2024,1,65077.0
Arizona,2024,2,65077.0
Arizona,2024,3,65077.0
Arizona,2024,4,65602.0
Arizona,2024,5,65602.0
Arizona,2024,6,65602.0
Arizona,2024,7,65878.0
Arizona,2024,8,65878.0
Arizona,2024,9,65878.0
Arizona,2024,10,66732.0
Arizona,2024,11,66732.0
Arizona,2024,12,66732.0
Arizona,2025,1,67046.0
Arizona,2025,2,67046.0
Arizona,2025,3,67046.0
Arizona,2025,4,67766.0
Arizona,2025,5,67766.0
Arizona,2025,6,67766.0
Arizona,2025,7,68116.0
Arizona,2025,8,68116.0
Arizona,2025,9,68116.0
Arkansas,2015,1,38777.0
Arkansas,2015,2,38777.0
Arkansas,2015,3,38777.0
Arkansas,2015,4,39068.0
Arkansas,2015,5,39068.0
Arkansas,2015,6,39068.0
Arkansas,2015,7,39471.0
Arkansas,2015,8,39471.0
Arkansas,2015,9,39471.0
Arkansas,2015,10,39722.0
Arkansas,2015,11,39722.0
Arkansas,2015,12,39722.0
Arkansas,2016,1,39817.0
Arkansas,2016,2,39817.0
Arkansas,2016,3,39817.0
Arkansas,2016,4,40075.0
Arkansas,2016,5,40075.0
Arkansas,2016,6,40075.0
Arkansas,2016,7,40228.0
Arkansas,2016,8,40228.0
Arkansas,2016,9,40228.0
Arkansas,2016,10,40580.0
Arkansas,2016,11,40580.0
Arkansas,2016,12,40580.0
Arkansas,2017,1,41059.0
Arkansas,2017,2,41059.0
Arkansas,2017,3,41059.0
Arkansas,2017,4,41182.0
Arkansas,2017,5,41182.0
Arkansas,2017,6,41182.0
Arkansas,2017,7,41383.0
Arkansas,2017,8,41383.0
Arkansas,2017,9,41383.0
Arkansas,2017,10,41990.0
Arkansas,2017,11,41990.0
Arkansas,2017,12,41990.0
Arkansas,2018,1,42434.0
Arkansas,2018,2,42434.0
Arkansas,2018,3,42434.0
Arkansas,2018,4,42762.0
Arkansas,2018,5,42762.0
Arkansas,2018,6,42762.0
Arkansas,2018,7,43230.0
Arkansas,2018,8,43230.0
Arkansas,2018,9,43230.0
Arkansas,2018,10,43670.0
Arkansas,2018,11,43670.0
Arkansas,2018,12,43670.0
Arkansas,2019,1,43223.0
Arkansas,2019,2,43223.0
Arkansas,2019,3,43223.0
Arkansas,2019,4,43473.0
Arkansas,2019,5,43473.0
Arkansas,2019,6,43473.0
Arkansas,2019,7,43940.0
Arkansas,2019,8,43940.0
Arkansas,2019,9,43940.0
Arkansas,2019,10,44263.0
Arkansas,2019,11,44263.0
Arkansas,2019,12,44263.0
Arkansas,2020,1,44756.0
Arkansas,2020,2,44756.0
Arkansas,2020,3,44756.0
Arkansas,2020,4,49359.0
Arkansas,2020,5,49359.0
Arkansas,2020,6,49359.0
Arkansas,2020,7,47129.0
Arkansas,2020,8,47129.0
Arkansas,2020,9,47129.0
Arkansas,2020,10,47240.0
Arkansas,2020,11,47240.0
Arkansas,2020,12,47240.0
Arkansas,2021,1,55468.0
Arkansas,2021,2,55468.0
Arkansas,2021,3,55468.0
Arkansas,2021,4,52557.0
Arkansas,2021,5,52557.0
Arkansas,2021,6,52557.0
Arkansas,2021,7,52663.0
Arkansas,2021,8,52663.0
Arkansas,2021,9,52663.0
Arkansas,2021,10,52670.0
Arkansas,2021,11,52670.0
Arkansas,2021,12,52670.0
Arkansas,2022,1,52790.0
Arkansas,2022,2,52790.0
Arkansas,2022,3,52790.0
Arkansas,2022,4,53031.0
Arkansas,2022,5,53031.0
Arkansas,2022,6,53031.0
Arkansas,2022,7,54038.0
Arkansas,2022,8,54038.0
Arkansas,2022,9,54038.0
Arkansas,2022,10,54966.0
Arkansas,2022,11,54966.0
Arkansas,2022,12,54966.0
Arkansas,2023,1,56243.0
Arkansas,2023,2,56243.0
Arkansas,2023,3,56243.0
Arkansas,2023,4,56439.0
Arkansas,2023,5,56439.0
Arkansas,2023,6,56439.0
Arkansas,2023,7,56564.0
Arkansas,2023,8,56564.0
Arkansas,2023,9,56564.0
Arkansas,2023,10,56953.0
Arkansas,2023,11,56953.0
Arkansas,2023,12,56953.0
Arkansas,2024,1,58221.0
Arkansas,2024,2,58221.0
Arkansas,2024,3,58221.0
Arkansas,2024,4,58786.0
Arkansas,2024,5,58786.0
Arkansas,2024,6,58786.0
Arkansas,2024,7,59777.0
Arkansas,2024,8,59777.0
Arkansas,2024,9,59777.0
Arkansas,2024,10,60512.0
Arkansas,2024,11,60512.0
Arkansas,2024,12,60512.0
Arkansas,2025,1,61918.0
Arkansas,2025,2,61918.0
Arkansas,2025,3,61918.0
Arkansas,2025,4,62074.0
Arkansas,2025,5,62074.0
Arkansas,2025,6,62074.0
Arkansas,2025,7,62494.0
Arkansas,2025,8,62494.0
Arkansas,2025,9,62494.0
California,2015,1,52906.0
California,2015,2,52906.0
California,2015,3,52906.0
California,2015,4,53680.0
California,2015,5,53680.0
California,2015,6,53680.0
California,2015,7,54124.0
California,2015,8,54124.0
California,2015,9,54124.0
California,2015,10,54562.0
California,2015,11,54562.0
California,2015,12,54562.0
California,2016,1,55214.0
California,2016,2,55214.0
California,2016,3,55214.0
California,2016,4,55473.0
California,2016,5,55473.0
California,2016,6,55473.0
California,2016,7,56109.0
California,2016,8,56109.0
California,2016,9,56109.0
California,2016,10,56653.0
California,2016,11,56653.0
California,2016,12,56653.0
California,2017,1,57201.0
California,2017,2,57201.0
California,2017,3,57201.0
California,2017,4,57836.0
California,2017,5,57836.0
California,2017,6,57836.0
California,2017,7,58497.0
California,2017,8,58497.0
California,2017,9,58497.0
California,2017,10,59342.0
California,2017,11,59342.0
California,2017,12,59342.0
California,2018,1,59735.0
California,2018,2,59735.0
California,2018,3,59735.0
California,2018,4,60612.0
California,2018,5,60612.0
California,2018,6,60612.0
California,2018,7,61457.0
California,2018,8,61457.0
California,2018,9,61457.0
California,2018,10,62167.0
California,2018,11,62167.0
California,2018,12,62167.0
California,2019,1,63291.0
California,2019,2,63291.0
California,2019,3,63291.0
California,2019,4,63964.0
California,2019,5,63964.0
California,2019,6,63964.0
California,2019,7,64328.0
California,2019,8,64328.0
California,2019,9,64328.0
California,2019,10,65254.0
California,2019,11,65254.0
California,2019,12,65254.0
California,2020,1,66377.0
California,2020,2,66377.0
California,2020,3,66377.0
California,2020,4,70462.0
California,2020,5,70462.0
California,2020,6,70462.0
California,2020,7,72346.0
California,2020,8,72346.0
California,2020,9,72346.0
California,2020,10,71436.0
California,2020,11,71436.0
California,2020,12,71436.0
California,2021,1,79153.0
California,2021,2,79153.0
California,2021,3,79153.0
California,2021,4,75974.0
California,2021,5,75974.0
California,2021,6,75974.0
California,2021,7,76591.0
California,2021,8,76591.0
California,2021,9,76591.0
California,2021,10,76447.0
California,2021,11,76447.0
California,2021,12,76447.0
California,2022,1,76163.0
California,2022,2,76163.0
California,2022,3,76163.0
California,2022,4,76333.0
California,2022,5,76333.0
California,2022,6,76333.0
California,2022,7,77436.0
California,2022,8,77436.0
California,2022,9,77436.0
California,2022,10,78786.0
California,2022,11,78786.0
California,2022,12,78786.0
California,2023,1,79483.0
California,2023,2,79483.0
California,2023,3,79483.0
California,2023,4,80986.0
California,2023,5,80986.0
California,2023,6,80986.0
California,2023,7,81668.0
California,2023,8,81668.0
California,2023,9,81668.0
California,2023,10,82427.0
California,2023,11,82427.0
California,2023,12,82427.0
California,2024,1,84580.0
California,2024,2,84580.0
California,2024,3,84580.0
California,2024,4,85676.0
California,2024,5,85676.0
California,2024,6,85676.0
California,2024,7,86589.0
California,2024,8,86589.0
California,2024,9,86589.0
California,2024,10,88247.0
California,2024,11,88247.0
California,2024,12,88247.0
California,2025,1,89520.0
California,2025,2,89520.0
California,2025,3,89520.0
California,2025,4,89630.0
California,2025,5,89630.0
California,2025,6,89630.0
California,2025,7,90416.0
California,2025,8,90416.0
California,2025,9,90416.0
Colorado,2015,1,51282.0
Colorado,2015,2,51282.0
Colorado,2015,3,51282.0
Colorado,2015,4,51554.0
Colorado,2015,5,51554.0
Colorado,2015,6,51554.0
Colorado,2015,7,51406.0
Colorado,2015,8,51406.0
Colorado,2015,9,51406.0
Colorado,2015,10,51393.0
Colorado,2015,11,51393.0
Colorado,2015,12,51393.0
Colorado,2016,1,50857.0
Colorado,2016,2,50857.0
Colorado,2016,3,50857.0
Colorado,2016,4,50964.0
Colorado,2016,5,50964.0
Colorado,2016,6,50964.0
Colorado,2016,7,51438.0
Colorado,2016,8,51438.0
Colorado,2016,9,51438.0
Colorado,2016,10,52031.0
Colorado,2016,11,52031.0
Colorado,2016,12,52031.0
Colorado,2017,1,52994.0
Colorado,2017,2,52994.0
Colorado,2017,3,52994.0
Colorado,2017,4,53762.0
Colorado,2017,5,53762.0
Colorado,2017,6,53762.0
Colorado,2017,7,54413.0
Colorado,2017,8,54413.0
Colorado,2017,9,54413.0
Colorado,2017,10,55465.0
Colorado,2017,11,55465.0
Colorado,2017,12,55465.0
Colorado,2018,1,56452.0
Colorado,2018,2,56452.0
Colorado,2018,3,56452.0
Colorado,2018,4,57262.0
Colorado,2018,5,57262.0
Colorado,2018,6,57262.0
Colorado,2018,7,58297.0
Colorado,2018,8,58297.0
Colorado,2018,9,58297.0
Colorado,2018,10,59236.0
Colorado,2018,11,59236.0
Colorado,2018,12,59236.0
Colorado,2019,1,60763.0
Colorado,2019,2,60763.0
Colorado,2019,3,60763.0
Colorado,2019,4,60992.0
Colorado,2019,5,60992.0
Colorado,2019,6,60992.0
Colorado,2019,7,61643.0
Colorado,2019,8,61643.0
Colorado,2019,9,61643.0
Colorado,2019,10,61711.0
Colorado,2019,11,61711.0
Colorado,2019,12,61711.0
Colorado,2020,1,63064.0
Colorado,2020,2,63064.0
Colorado,2020,3,63064.0
Colorado,2020,4,65956.0
Colorado,2020,5,65956.0
Colorado,2020,6,65956.0
Colorado,2020,7,64808.0
Colorado,2020,8,64808.0
Colorado,2020,9,64808.0
Colorado,2020,10,65078.0
Colorado,2020,11,65078.0
Colorado,2020,12,65078.0
Colorado,2021,1,72827.0
Colorado,2021,2,72827.0
Colorado,2021,3,72827.0
Colorado,2021,4,70228.0
Colorado,2021,5,70228.0
Colorado,2021,6,70228.0
Colorado,2021,7,71510.0
Colorado,2021,8,71510.0
Colorado,2021,9,71510.0
Colorado,2021,10,73103.0
Colorado,2021,11,73103.0
Colorado,2021,12,73103.0
Colorado,2022,1,74903.0
Colorado,2022,2,74903.0
Colorado,2022,3,74903.0
Colorado,2022,4,75528.0
Colorado,2022,5,75528.0
Colorado,2022,6,75528.0
Colorado,2022,7,78573.0
Colorado,2022,8,78573.0
Colorado,2022,9,78573.0
Colorado,2022,10,77644.0
Colorado,2022,11,77644.0
Colorado,2022,12,77644.0
Colorado,2023,1,79005.0
Colorado,2023,2,79005.0
Colorado,2023,3,79005.0
Colorado,2023,4,79858.0
Colorado,2023,5,79858.0
Colorado,2023,6,79858.0
Colorado,2023,7,80428.0
Colorado,2023,8,80428.0
Colorado,2023,9,80428.0
Colorado,2023,10,81322.0
Colorado,2023,11,81322.0
Colorado,2023,12,81322.0
Colorado,2024,1,81896.0
Colorado,2024,2,81896.0
Colorado,2024,3,81896.0
Colorado,2024,4,82931.0
Colorado,2024,5,82931.0
Colorado,2024,6,82931.0
Colorado,2024,7,83338.0
Colorado,2024,8,83338.0
Colorado,2024,9,83338.0
Colorado,2024,10,84159.0
Colorado,2024,11,84159.0
Colorado,2024,12,84159.0
Colorado,2025,1,85482.0
Colorado,2025,2,85482.0
Colorado,2025,3,85482.0
Colorado,2025,4,86222.0
Colorado,2025,5,86222.0
Colorado,2025,6,86222.0
Colorado,2025,7,86559.0
Colorado,2025,8,86559.0
Colorado,2025,9,86559.0
Connecticut,2015,1,65553.0
Connecticut,2015,2,65553.0
Connecticut,2015,3,65553.0
Connecticut,2015,4,66018.0
Connecticut,2015,5,66018.0
Connecticut,2015,6,66018.0
Connecticut,2015,7,66329.0
Connecticut,2015,8,66329.0
Connecticut,2015,9,66329.0
Connecticut,2015,10,66960.0
Connecticut,2015,11,66960.0
Connecticut,2015,12,66960.0
Connecticut,2016,1,67327.0
Connecticut,2016,2,67327.0
Connecticut,2016,3,67327.0
Connecticut,2016,4,67493.0
Connecticut,2016,5,67493.0
Connecticut,2016,6,67493.0
Connecticut,2016,7,67551.0
Connecticut,2016,8,67551.0
Connecticut,2016,9,67551.0
Connecticut,2016,10,67754.0
Connecticut,2016,11,67754.0
Connecticut,2016,12,67754.0
Connecticut,2017,1,68111.0
Connecticut,2017,2,68111.0
Connecticut,2017,3,68111.0
Connecticut,2017,4,68829.0
Connecticut,2017,5,68829.0
Connecticut,2017,6,68829.0
Connecticut,2017,7,69307.0
Connecticut,2017,8,69307.0
Connecticut,2017,9,69307.0
Connecticut,2017,10,70260.0
Connecticut,2017,11,70260.0
Connecticut,2017,12,70260.0
Connecticut,2018,1,71081.0
Connecticut,2018,2,71081.0
Connecticut,2018,3,71081.0
Connecticut,2018,4,71679.0
Connecticut,2018,5,71679.0
Connecticut,2018,6,71679.0
Connecticut,2018,7,72868.0
Connecticut,2018,8,72868.0
Connecticut,2018,9,72868.0
Connecticut,2018,10,73045.0
Connecticut,2018,11,73045.0
Connecticut,2018,12,73045.0
Connecticut,2019,1,73957.0
Connecticut,2019,2,73957.0
Connecticut,2019,3,73957.0
Connecticut,2019,4,74045.0
Connecticut,2019,5,74045.0
Connecticut,2019,6,74045.0
Connecticut,2019,7,73961.0
Connecticut,2019,8,73961.0
Connecticut,2019,9,73961.0
Connecticut,2019,10,74641.0
Connecticut,2019,11,74641.0
Connecticut,2019,12,74641.0
Connecticut,2020,1,73882.0
Connecticut,2020,2,73882.0
Connecticut,2020,3,73882.0
Connecticut,2020,4,77788.0
Connecticut,2020,5,77788.0
Connecticut,2020,6,77788.0
Connecticut,2020,7,77323.0
Connecticut,2020,8,77323.0
Connecticut,2020,9,77323.0
Connecticut,2020,10,77107.0
Connecticut,2020,11,77107.0
Connecticut,2020,12,77107.0
Connecticut,2021,1,83582.0
Connecticut,2021,2,83582.0
Connecticut,2021,3,83582.0
Connecticut,2021,4,81202.0
Connecticut,2021,5,81202.0
Connecticut,2021,6,81202.0
Connecticut,2021,7,81510.0
Connecticut,2021,8,81510.0
Connecticut,2021,9,81510.0
Connecticut,2021,10,82510.0
Connecticut,2021,11,82510.0
Connecticut,2021,12,82510.0
Connecticut,2022,1,83608.0
Connecticut,2022,2,83608.0
Connecticut,2022,3,83608.0
Connecticut,2022,4,84226.0
Connecticut,2022,5,84226.0
Connecticut,2022,6,84226.0
Connecticut,2022,7,86232.0
Connecticut,2022,8,86232.0
Connecticut,2022,9,86232.0
Connecticut,2022,10,87411.0
Connecticut,2022,11,87411.0
Connecticut,2022,12,87411.0
Connecticut,2023,1,88646.0
Connecticut,2023,2,88646.0
Connecticut,2023,3,88646.0
Connecticut,2023,4,89957.0
Connecticut,2023,5,89957.0
Connecticut,2023,6,89957.0
Connecticut,2023,7,90607.0
Connecticut,2023,8,90607.0
Connecticut,2023,9,90607.0
Connecticut,2023,10,91604.0
Connecticut,2023,11,91604.0
Connecticut,2023,12,91604.0
Connecticut,2024,1,93905.0
Connecticut,2024,2,93905.0
Connecticut,2024,3,93905.0
Connecticut,2024,4,94749.0
Connecticut,2024,5,94749.0
Connecticut,2024,6,94749.0
Connecticut,2024,7,95454.0
Connecticut,2024,8,95454.0
Connecticut,2024,9,95454.0
Connecticut,2024,10,96347.0
Connecticut,2024,11,96347.0
Connecticut,2024,12,96347.0
Connecticut,2025,1,97675.0
Connecticut,2025,2,97675.0
Connecticut,2025,3,97675.0
Connecticut,2025,4,98490.0
Connecticut,2025,5,98490.0
Connecticut,2025,6,98490.0
Connecticut,2025,7,98962.0
Connecticut,2025,8,98962.0
Connecticut,2025,9,98962.0
Delaware,2015,1,46764.0
Delaware,2015,2,46764.0
Delaware,2015,3,46764.0
Delaware,2015,4,47379.0
Delaware,2015,5,47379.0
Delaware,2015,6,47379.0
Delaware,2015,7,47224.0
Delaware,2015,8,47224.0
Delaware,2015,9,47224.0
Delaware,2015,10,47573.0
Delaware,2015,11,47573.0
Delaware,2015,12,47573.0
Delaware,2016,1,47474.0
Delaware,2016,2,47474.0
Delaware,2016,3,47474.0
Delaware,2016,4,48000.0
Delaware,2016,5,48000.0
Delaware,2016,6,48000.0
Delaware,2016,7,48385.0
Delaware,2016,8,48385.0
Delaware,2016,9,48385.0
Delaware,2016,10,48846.0
Delaware,2016,11,48846.0
Delaware,2016,12,48846.0
Delaware,2017,1,49408.0
Delaware,2017,2,49408.0
Delaware,2017,3,49408.0
Delaware,2017,4,49555.0
Delaware,2017,5,49555.0
Delaware,2017,6,49555.0
Delaware,2017,7,50278.0
Delaware,2017,8,50278.0
Delaware,2017,9,50278.0
Delaware,2017,10,50673.0
Delaware,2017,11,50673.0
Delaware,2017,12,50673.0
Delaware,2018,1,51725.0
