state,year,month,GDP_billions
Colorado,2020,7,384.89
Colorado,2020,8,384.89
Colorado,2020,9,384.89
Colorado,2020,10,388.11
Colorado,2020,11,388.11
Colorado,2020,12,388.11
Colorado,2021,1,396.85
Colorado,2021,2,396.85
Colorado,2021,3,396.85
Colorado,2021,4,403.1
Colorado,2021,5,403.1
Colorado,2021,6,403.1
Colorado,2021,7,408.52
Colorado,2021,8,408.52
Colorado,2021,9,408.52
Colorado,2021,10,416.77
Colorado,2021,11,416.77
Colorado,2021,12,416.77
Colorado,2022,1,419.99
Colorado,2022,2,419.99
Colorado,2022,3,419.99
Colorado,2022,4,417.46
Colorado,2022,5,417.46
Colorado,2022,6,417.46
Colorado,2022,7,424.06
Colorado,2022,8,424.06
Colorado,2022,9,424.06
Colorado,2022,10,428.79
Colorado,2022,11,428.79
Colorado,2022,12,428.79
Colorado,2023,1,433.85
Colorado,2023,2,433.85
Colorado,2023,3,433.85
Colorado,2023,4,438.2
Colorado,2023,5,438.2
Colorado,2023,6,438.2
Colorado,2023,7,442.68
Colorado,2023,8,442.68
Colorado,2023,9,442.68
Colorado,2023,10,446.16
Colorado,2023,11,446.16
Colorado,2023,12,446.16
Colorado,2024,1,442.69
Colorado,2024,2,442.69
Colorado,2024,3,442.69
Colorado,2024,4,448.16
Colorado,2024,5,448.16
Colorado,2024,6,448.16
Colorado,2024,7,451.09
Colorado,2024,8,451.09
Colorado,2024,9,451.09
Colorado,2024,10,453.41
Colorado,2024,11,453.41
Colorado,2024,12,453.41
Connecticut,2015,1,268.28
Connecticut,2015,2,268.28
Connecticut,2015,3,268.28
Connecticut,2015,4,269.97
Connecticut,2015,5,269.97
Connecticut,2015,6,269.97
Connecticut,2015,7,268.58
Connecticut,2015,8,268.58
Connecticut,2015,9,268.58
Connecticut,2015,10,268.65
Connecticut,2015,11,268.65
Connecticut,2015,12,268.65
Connecticut,2016,1,268.04
Connecticut,2016,2,268.04
Connecticut,2016,3,268.04
Connecticut,2016,4,267.47
Connecticut,2016,5,267.47
Connecticut,2016,6,267.47
Connecticut,2016,7,267.53
Connecticut,2016,8,267.53
Connecticut,2016,9,267.53
Connecticut,2016,10,269.74
Connecticut,2016,11,269.74
Connecticut,2016,12,269.74
Connecticut,2017,1,270.04
Connecticut,2017,2,270.04
Connecticut,2017,3,270.04
Connecticut,2017,4,273.84
Connecticut,2017,5,273.84
Connecticut,2017,6,273.84
Connecticut,2017,7,275.13
Connecticut,2017,8,275.13
Connecticut,2017,9,275.13
Connecticut,2017,10,276.5
Connecticut,2017,11,276.5
Connecticut,2017,12,276.5
Connecticut,2018,1,275.59
Connecticut,2018,2,275.59
Connecticut,2018,3,275.59
Connecticut,2018,4,272.82
Connecticut,2018,5,272.82
Connecticut,2018,6,272.82
Connecticut,2018,7,276.17
Connecticut,2018,8,276.17
Connecticut,2018,9,276.17
Connecticut,2018,10,273.76
Connecticut,2018,11,273.76
Connecticut,2018,12,273.76
Connecticut,2019,1,272.8
Connecticut,2019,2,272.8
Connecticut,2019,3,272.8
Connecticut,2019,4,274.02
Connecticut,2019,5,274.02
Connecticut,2019,6,274.02
Connecticut,2019,7,275.67
Connecticut,2019,8,275.67
Connecticut,2019,9,275.67
Connecticut,2019,10,278.41
Connecticut,2019,11,278.41
Connecticut,2019,12,278.41
Connecticut,2020,1,268.8
Connecticut,2020,2,268.8
Connecticut,2020,3,268.8
Connecticut,2020,4,246.55
Connecticut,2020,5,246.55
Connecticut,2020,6,246.55
Connecticut,2020,7,264.53
Connecticut,2020,8,264.53
Connecticut,2020,9,264.53
Connecticut,2020,10,267.06
Connecticut,2020,11,267.06
Connecticut,2020,12,267.06
Connecticut,2021,1,264.61
Connecticut,2021,2,264.61
Connecticut,2021,3,264.61
Connecticut,2021,4,270.57
Connecticut,2021,5,270.57
Connecticut,2021,6,270.57
Connecticut,2021,7,272.42
Connecticut,2021,8,272.42
Connecticut,2021,9,272.42
Connecticut,2021,10,275.52
Connecticut,2021,11,275.52
Connecticut,2021,12,275.52
Connecticut,2022,1,276.98
Connecticut,2022,2,276.98
Connecticut,2022,3,276.98
Connecticut,2022,4,277.93
Connecticut,2022,5,277.93
Connecticut,2022,6,277.93
Connecticut,2022,7,280.14
Connecticut,2022,8,280.14
Connecticut,2022,9,280.14
Connecticut,2022,10,282.33
Connecticut,2022,11,282.33
Connecticut,2022,12,282.33
Connecticut,2023,1,281.45
Connecticut,2023,2,281.45
Connecticut,2023,3,281.45
Connecticut,2023,4,282.36
Connecticut,2023,5,282.36
Connecticut,2023,6,282.36
Connecticut,2023,7,283.34
Connecticut,2023,8,283.34
Connecticut,2023,9,283.34
Connecticut,2023,10,285.77
Connecticut,2023,11,285.77
Connecticut,2023,12,285.77
Connecticut,2024,1,283.6
Connecticut,2024,2,283.6
Connecticut,2024,3,283.6
Connecticut,2024,4,285.7
Connecticut,2024,5,285.7
Connecticut,2024,6,285.7
Connecticut,2024,7,287.16
Connecticut,2024,8,287.16
Connecticut,2024,9,287.16
Connecticut,2024,10,288.18
Connecticut,2024,11,288.18
Connecticut,2024,12,288.18
Delaware,2015,1,76.77
Delaware,2015,2,76.77
Delaware,2015,3,76.77
Delaware,2015,4,77.93
Delaware,2015,5,77.93
Delaware,2015,6,77.93
Delaware,2015,7,75.4
Delaware,2015,8,75.4
Delaware,2015,9,75.4
Delaware,2015,10,74.74
Delaware,2015,11,74.74
Delaware,2015,12,74.74
Delaware,2016,1,72.51
Delaware,2016,2,72.51
Delaware,2016,3,72.51
Delaware,2016,4,72.36
Delaware,2016,5,72.36
Delaware,2016,6,72.36
Delaware,2016,7,71.53
Delaware,2016,8,71.53
Delaware,2016,9,71.53
Delaware,2016,10,71.37
Delaware,2016,11,71.37
Delaware,2016,12,71.37
Delaware,2017,1,70.91
Delaware,2017,2,70.91
Delaware,2017,3,70.91
Delaware,2017,4,68.92
Delaware,2017,5,68.92
Delaware,2017,6,68.92
Delaware,2017,7,69.3
Delaware,2017,8,69.3
Delaware,2017,9,69.3
Delaware,2017,10,69.1
Delaware,2017,11,69.1
Delaware,2017,12,69.1
Delaware,2018,1,69.62
Delaware,2018,2,69.62
Delaware,2018,3,69.62
Delaware,2018,4,70.08
Delaware,2018,5,70.08
Delaware,2018,6,70.08
Delaware,2018,7,71.61
Delaware,2018,8,71.61
Delaware,2018,9,71.61
Delaware,2018,10,72.12
Delaware,2018,11,72.12
Delaware,2018,12,72.12
Delaware,2019,1,73.18
Delaware,2019,2,73.18
Delaware,2019,3,73.18
Delaware,2019,4,74.26
Delaware,2019,5,74.26
Delaware,2019,6,74.26
Delaware,2019,7,75.3
Delaware,2019,8,75.3
Delaware,2019,9,75.3
Delaware,2019,10,75.78
Delaware,2019,11,75.78
Delaware,2019,12,75.78
Delaware,2020,1,73.87
Delaware,2020,2,73.87
Delaware,2020,3,73.87
Delaware,2020,4,69.55
Delaware,2020,5,69.55
Delaware,2020,6,69.55
Delaware,2020,7,73.93
Delaware,2020,8,73.93
Delaware,2020,9,73.93
Delaware,2020,10,73.56
Delaware,2020,11,73.56
Delaware,2020,12,73.56
Delaware,2021,1,74.09
Delaware,2021,2,74.09
Delaware,2021,3,74.09
Delaware,2021,4,74.52
Delaware,2021,5,74.52
Delaware,2021,6,74.52
Delaware,2021,7,75.2
Delaware,2021,8,75.2
Delaware,2021,9,75.2
Delaware,2021,10,77.01
Delaware,2021,11,77.01
Delaware,2021,12,77.01
Delaware,2022,1,80.13
Delaware,2022,2,80.13
Delaware,2022,3,80.13
Delaware,2022,4,80.76
Delaware,2022,5,80.76
Delaware,2022,6,80.76
Delaware,2022,7,81.61
Delaware,2022,8,81.61
Delaware,2022,9,81.61
Delaware,2022,10,81.95
Delaware,2022,11,81.95
Delaware,2022,12,81.95
Delaware,2023,1,81.26
Delaware,2023,2,81.26
Delaware,2023,3,81.26
Delaware,2023,4,81.61
Delaware,2023,5,81.61
Delaware,2023,6,81.61
Delaware,2023,7,82.49
Delaware,2023,8,82.49
Delaware,2023,9,82.49
Delaware,2023,10,83.01
Delaware,2023,11,83.01
Delaware,2023,12,83.01
Delaware,2024,1,84.13
Delaware,2024,2,84.13
Delaware,2024,3,84.13
Delaware,2024,4,85.18
Delaware,2024,5,85.18
Delaware,2024,6,85.18
Delaware,2024,7,85.9
Delaware,2024,8,85.9
Delaware,2024,9,85.9
Delaware,2024,10,86.18
Delaware,2024,11,86.18
Delaware,2024,12,86.18
Florida,2015,1,929.32
Florida,2015,2,929.32
Florida,2015,3,929.32
Florida,2015,4,942.83
Florida,2015,5,942.83
Florida,2015,6,942.83
Florida,2015,7,951.36
Florida,2015,8,951.36
Florida,2015,9,951.36
Florida,2015,10,960.2
Florida,2015,11,960.2
Florida,2015,12,960.2
Florida,2016,1,961.56
Florida,2016,2,961.56
Florida,2016,3,961.56
Florida,2016,4,973.44
Florida,2016,5,973.44
Florida,2016,6,973.44
Florida,2016,7,987.09
Florida,2016,8,987.09
Florida,2016,9,987.09
Florida,2016,10,993.87
Florida,2016,11,993.87
Florida,2016,12,993.87
Florida,2017,1,1003.62
Florida,2017,2,1003.62
Florida,2017,3,1003.62
Florida,2017,4,1008.93
Florida,2017,5,1008.93
Florida,2017,6,1008.93
Florida,2017,7,1015.82
Florida,2017,8,1015.82
Florida,2017,9,1015.82
Florida,2017,10,1031.1
Florida,2017,11,1031.1
Florida,2017,12,1031.1
Florida,2018,1,1043.42
Florida,2018,2,1043.42
Florida,2018,3,1043.42
